book,index,sentence,flesch,syllables,words,sentence_clean
Book4,253,there had been snake on hearth rug small man called peter nicknamed wormtail and cold high voice the voice of lord voldemort ,-54.27,49,17,had been snake hearth rug small man called peter nicknamed wormtail cold high voice voice lord voldemort
Book4,254,harry felt as though an ice cube had slipped down into his stomach at the very thought ,-23.27,26,10,harry felt though ice cube had slipped down stomach thought
Book4,255, ,121.22,1,1,
Book4,256,he closed his eyes tightly and tried to remember what voldemort had looked like but it was impossible ,-82.49,33,10,closed eyes tightly and tried remember voldemort looked like impossible
Book4,257, all harry knew was that at the moment when voldemort chair had swung around and he harry had seen what was sitting in it he had felt spasm of horror which had awoken him or had that been the pain in his scar ,-27.37,66,27,harry knew that at the moment when voldemort chair swung around harry seen sitting he had felt spasm horror had awoken him or the pain in scar
Book4,258,and who had the old man been ,12.43,9,4,who old man been
Book4,259,for there had definitely been an old man harry had watched him fall to the ground ,-11.98,27,11,for had definitely old man harry had watched fall to ground
Book4,260,it was all becoming confused ,-78.21,10,3,all becoming confused
Book4,261,harry put his face into his hands blocking out his bedroom trying to hold on to the picture of that dimly lit room but it was like trying to keep water in his cupped hands the details were now trickling away as fast as he tried to hold on to them ,-39.79,81,32,harry put his face hands blocking out his bedroom trying hold to picture dimly lit room like trying to keep water cupped hands details trickling away fast he tried hold on to
Book4,262, voldemort and wormtail had been talking about someone they had killed though harry could not remember the name ,-80.29,39,12,voldemort wormtail been talking someone had killed though harry could remember name
Book4,263, and they had been plotting to kill someone else ,-68.96,16,5,been plotting kill someone else
Book4,264, him ,121.22,1,1,
Book4,265,harry took his face out of his hands opened his eyes and stared around his bedroom as though expecting to see something unusual there ,-79.15,54,17,harry took face out hands opened his eyes stared around bedroom though expecting to see something unusual
Book4,266,as it happened there were an extraordinary number of unusual things in this room ,-123.56,23,6,happened extraordinary number unusual things room
Book4,267,a large wooden trunk stood open at the foot of his bed revealing cauldron broomstick black robes and assorted spellbooks ,-69.2,52,17,a large wooden trunk stood open foot of his bed revealing cauldron broomstick black robes assorted spellbooks
Book4,268,rolls of parchment littered that part of his desk that was not taken up by the large empty cage in which his snowy owl hedwig usually perched ,-27.63,46,18,rolls parchment littered that part desk that taken large empty cage in which snowy owl hedwig usually perched
Book4,269,on the floor beside his bed book lay open harry had been reading it before he fell asleep last night ,-34.13,35,13,floor beside bed book lay open harry reading it fell asleep last night
Book4,270,the pictures in this book were all moving ,-52.04,15,5,pictures book were all moving
Book4,271,men in bright orange robes were zooming in and out of sight on broomsticks throwing red ball to one another ,-50.91,43,15,men bright orange robes were zooming and out sight broomsticks throwing red ball one another
Book4,272,harry walked over to the book picked it up and watched one of the wizards score spectacular goal by putting the ball through fifty foot high hoop ,-41.88,54,20,harry walked book picked it and watched one of the wizards score spectacular goal putting ball fifty foot high hoop
Book4,273,then he snapped the book shut ,-21.81,8,3,snapped book shut
Book4,274,even quidditch in harry opinion the best sport in the world couldn distract him at the moment ,-35.06,30,11,even quidditch harry opinion best sport the world distract the moment
Book4,275,he placed flying with the cannons on his bedside table crossed to the window and drew back the curtains to survey the street below ,-39.63,41,15,he placed flying with cannons bedside table crossed window drew back curtains to survey street
Book4,276,privet drive looked exactly as respectable suburban street would be expected to look in the early hours of saturday morning ,-90.39,50,15,privet drive looked exactly respectable suburban street would expected look in early hours saturday morning
Book4,277,all the curtains were closed ,-50.01,9,3,the curtains closed
Book4,278,as far as harry could see through the darkness there wasn a living creature in sight not even cat ,-30.94,32,12,far as harry could see darkness wasn living creature sight even cat
Book4,279,and yet ,36.62,2,1,yet
Book4,280, and yet ,35.61,4,2,and yet
Book4,281, harry went restlessly back to the bed and sat down on it running finger over his scar again ,0.3,21,9,harry went restlessly back bed sat running finger scar
Book4,282,it wasn the pain that bothered him harry was no stranger to pain and injury ,-33.93,22,8,pain bothered harry no stranger to pain injury
Book4,283,he had lost all the bones from his right arm once and had them painfully regrown in night ,-14.81,25,10,lost bones right arm once and had painfully regrown night
Book4,284,the same arm had been pierced by venomous foot long fang not long afterward ,-56.1,27,9,arm been pierced venomous foot long fang long afterward
Book4,285,only last year harry had fallen fifty feet from an airborne broomstick ,-46.7,26,9,last year harry fallen fifty feet from airborne broomstick
Book4,286,he was used to bizarre accidents and injuries they were unavoidable if you attended hogwarts school of witchcraft and wizardry and had knack for attracting lot of trouble ,-105.5,56,16,used bizarre accidents injuries unavoidable you attended hogwarts school witchcraft and wizardry knack attracting lot trouble
